old_text,score,text
bhen lodi ghasti raand kese lund uchalti,2,bhen dick hooker whore kese  dick uchalti
vikas bhosde ghasti,2,unfolding bhosde hooker
khaajaa ghasti raand,2,khaajaa hooker whore
maa beti ghasti,2,mother beti hooker
aahh ohh yeahh ghasti raand,2,aahh ohh yeahh hooker whore
ghasti maa kadke lun marnaa,2,hooker mother kadke lun snuff it
oye ghasti lun khusri bachay adalat iftikhar chaudry corru,2,oye hooker lun khusri bachay bar iftikhar chaudry corru
word ghasti,2,plight hooker
omg bigolive,0,omg bigolive
sali bina bra kay doodh dikhati duniya kehri kay harras ghasti,2,bitch unaccompanied bra K doodh dikhati duniya kehri K harras hooker
num kinjri wife ghasti randiyo lye lulla avail video call koye,2,num kinjri wife hooker randiyo lye lulla avail video call koye
mast chudakar ghasti sardariya sali tight khpro chuchi tani rakhti,2,rollicking chudakar hooker sardariya bitch tight khpro boobs tani rakhti
boys girls aware bastard baaton lag amma sasti ghasti bulata,2,boys girls aware bastard baaton lag amma sasti hooker bulata
loorraa chor bacha ghasti chup,2,loorraa sneak son hooker shut up
omg bigolive,0,omg bigolive
gyi badi ghasti raand,2,gyi badi hooker whore
omg bigolive,0,omg bigolive
raand kese kake lund uchal bhen lodi ghasti chinaal,2,whore kese kake  dick uchal bhen dick hooker prostitute
choro ghasti,2,choro hooker
uchal bhen lodi ghasti raand laude,2,uchal bhen dick hooker whore dick
ghasti lmao,2,hooker lmao
road pada randi beto ghasti londo,2,road pada hooker beto hooker londo
ghasti maa kanjr beta,2,hooker mother kanjr son
kia ghasti bndi,2,kia hooker bndi
perfect ghasti,2,perfect hooker
ghasti,2,hooker
taryi maa phuda houa ghasti olad,2,taryi mother phuda houa hooker olad
muhh fasata ghasti raand,2,muhh fasata hooker whore
aahh chuss ghasti betichod aulaad,2,aahh chuss hooker daughter fucker aulaad
ghasti tumhary nechy garami asar khan danda dia bechara det,2,hooker tumhary nechy warm leavening workings stick dia poor det
omg bigolive,0,omg bigolive
fatto gaand baal ghasti behnchod,2,fatto ass hair hooker sister fucker
omg bigolive,0,omg bigolive
boys girls aware bastard baaton lag amma sasti ghasti bulata,2,boys girls aware bastard baaton lag amma sasti hooker bulata
stop fucking bitch mulk khati army bhonkti kuti ghasti,2,stop fucking bitch mulk khati army bhonkti kuti hooker
choos lora ghasti kay bachay,2,suck lora hooker K bachay
khoti bachay lalazar rawalpindi gas nhn ghasti bachay,2,khoti bachay lalazar rawalpindi gas nhn hooker bachay
story sir provide mushroom details setup res,0,story sir provide mushroom details setup race
calling genius samjhege hame jaata chutiya niche khade,2,calling genius samjhege us jaata fucker niche khade
member parties chutiya sirf amit shah fan,2,member parties fucker sirf amit Shah fan
indian seaplane gujrati pilot understand gujratmodel electio,0,indian seaplane Gujarati pilot understand gujratmodel electio
chutiya vivek,2,fucker marbles
chutiya dikkat,2,fucker dikkat
chutiya,2,fucker
chutiya public dekhna chahte aaiye aaiye dekhiye vikassachdeva support bhadhuwe,2,fucker public visualise chahte aaiye aaiye dekhiye vikassachdeva support bhadhuwe
chutiya,2,fucker
imagine virushka chutiya banayaa,2,imagine virushka fucker banayaa
chutiya,2,fucker
modi madarchod maa khara note line maa modi harami chutiya,2,modi motherfucker mother khara note line mother modi bastard fucker
pappu talks aloo mushrooms chutiya banana sekha,2,pappu talks aloo mushrooms fucker turn sekha
worst life facebook memories login memories chutiya,2,worst life facebook memories login memories fucker
chutiya hogai,2,fucker hogai
chutiya maha hutiya varun fans alpesh thakor,2,fucker maha fucker varun fans alpesh thakor
gujraat chutiya nation fuck muslims,2,gujraat fucker nation fuck muslim
virushkakishadi photos ese post jese personally attend photos click chutiya public,2,virushkakishadi photos ese post jese personally attend photos click fucker public
mann mushroom bolu chutiya,2,nous mushroom bolu fucker
friend mosam bura chutiya rahega,2,friend weather wrong fucker rahega
chutiya,2,fucker
vaakai aaptard nikla matlab chutiya,2,vaakai aaptard nikla the long and short of it fucker
uff waah chutiya admi baat wow meii tou fan hogya messi abb uff khelta,2,uff wow fucker cuss words wow meii tou fan hogya messi abb uff khelta
chutiya alpeshthakore laye namune,2,fucker alpeshthakore laye namune
chutiya jinda lag sharm chullu bhar pani mar chuka leave,2,fucker jinda lag sharm handful round sewer mar chuka leave
types chutiya chutiye maha chutiye selfie caption dalne ghanghor chu,2,types fucker fucker maha fucker selfie caption dalne ghanghor chu
chutiya,2,fucker
chutiya bjp siyasi fayde ram mandir congress ray mangte,2,fucker bjp siyasi fayde Ram temple congress ray mangte
chutiya kbhi baat tik dena shi nikla predic,2,fucker kbhi words tik dole out shi nikla predic
refrain word chutiya deserve chutiyapah hate,2,refrain plight fucker deserve fuck all hate
chutiya alert repeat chutiya alert,2,fucker alert repeat fucker alert
show bigger chutiya gujarat,2,show bigger fucker gujarat
word guy chutiya,2,plight guy fucker
stop stalking chutiya,2,stop stalking fucker
chutiya bey brains,2,fucker bey brains
chutiya,2,fucker
year spyder gonna release wished don wished,0,year spyder gonna release wished don wished
chup chutiya,0,shut up fucker
chutiya saala,2,fucker sucker
chutiya bjp mcd bhagti choro jimmedari,2,fucker bjp mcd bhagti choro jimmedari
chutiya,2,fucker
chutiya insan xaala,2,fucker insan xaala
year spyder gonna release wished don wish,0,year spyder gonna release wished don wish
chutiya,2,fucker
chutiya isko dhyan,2,fucker him advertency
explosion chutiya,2,explosion fucker
love dhoni dhoni fans chutiya,2,love dhoni dhoni fans fucker
friend kisy bary ghalat boleingy yar boy sunglasses mall,0,friend kisy bary ghalat boleingy sport boy sunglasses mall
barely stopped laughing wonder rahul found soul mate super chutiya aples thakor,2,barely stopped laughing wonder rahul found soul mate super fucker aples thakor
certified qualified chutiya,2,certified qualified fucker
aaptard chutiya chutiya mushroom,2,aaptard fucker fucker mushroom
chutiya,2,fucker
show bigger chutiya gujarat,2,show bigger fucker gujarat
goyel chutiya deshbhakt,2,goyel fucker deshbhakt
chutiya,2,fucker
messi peak missed penalty chutiya club pta,2,messi Peke missed penalty fucker club pta
shayar finds love finally tumko khayaal fizul chutiya katwa,2,shire finds love finally tumko khayaal fizul fucker katwa
vikas india culture maa bhen namo namo namo ane chutiya bano,2,unfolding india culture mother bhen namo namo namo ane fucker bano
marathi hame chutiya nikal usaki,2,marathi us fucker nikal hers
maa jaban sambal bat chutiya rprajput bhosdike,2,mother jaban sambal words fucker rprajput pussy fucker
chutiya shilpa peeche,2,fucker shilpa aback
bastard comparing aghori sadhus isis chutiya spotted,1,bastard comparing aghori sadhus isis fucker spotted
sir akhand chutiya,2,sir akhand fucker
chutiya fans msd,0,fucker fans msd
pidi defeat words amp logic despite continuously abusing,0,pidi one in the eye words amp logic despite continuously abusing
natakani chutiya,2,natakani fucker
certified qualified chutiya,2,certified qualified fucker
rajneeti aate chutiya suru dikh kroge aage gujrat,2,rajneeti aate fucker suru dikh kroge ahead gujrat
bosdk shikhar dhawan baitha salo gawar chutiya insan aagaya mention marvane bkl,2,bosdk acme dhawan baitha salo gawar fucker insan aagaya mention marvane sister dick
chutiya,2,fucker
anushka beta kid average bhenchod chutiya dalle kohli great son vir,2,anushka son kid average sister fucker fucker dalle kohli great son valiant
kejriwal chutiya banayenge,2,kejriwal fucker banayenge
chutiya maha chutiya roadies splitsvilla bigg boss participants,2,fucker maha fucker roadies splitsvilla bigg smell participants
dhka khayal jesa chutiya merii life mee kesy aayaa,2,dhka khayal jesa fucker Mary life mee kesy ayah
mam pro pak pro isis share islamic twitter page stood anti nati,1,mam pro pak pro isis share islamic twitter page stood anti nati
refrain word chutiya deserve chutiyapah hate,2,refrain plight fucker deserve fuck all hate
barely stopped laughing wonder rahul found soul mate super chutiya aples thakor,2,barely stopped laughing wonder rahul found soul mate super fucker aples thakor
zara mushroom twacha gori chutiya banane dhanda battleforgujarat,2,zara mushroom twacha gori fucker banane stick battleforgujarat
chutiya country,2,fucker state
sale chadarmod ghodefakeer insan chutiya bhopadike,2,sucker chadarmod ghodefakeer insan fucker bhopadike
chutiya shilpa peeche ink,2,fucker shilpa aback ink
madarchod bahan lode comarision madarchod,2,motherfucker sister lode comarision motherfucker
born chutiya pappu aashirwaad made,2,born fucker pappu blessing made
husband wife chutiya,2,spouse wife fucker
hot guy ignoring bada smart date banti hot guy proposed hehe,0,hot guy ignoring bada smart date banti hot guy proposed hehe
chutiya funny,2,fucker funny
saale nmard kutta haraami dougla,2,bastard nmard dog bastard dougla
dlt quote beghairat jawab deta larki tag behuda haraami,2,dlt quote beghairat answer deta larki tag behuda bastard
english kamzoor english movies dakhne haraami konsi movies dakh kamzoor,2,English kamzoor English movies dakhne bastard konsi movies dakh kamzoor
saaley haraami sarkaari karamchari kaam material phir ghoos bill jaldi,2,saaley bastard state karamchari game material then ghoos account speedily
charan aiyer sibal orpure madarjaat haraami kutte dubbe,2,trail aiyer sibal orpure  mother fucker bastard dog dubbe
bhaiya dekhen pat haraami,2,bhaiya dekhen pat bastard
kajol rekha,0,kajol streak
punnesh saala haraami waahiyaad aadmi arshi akash saamne shilpa safe,2,punnesh sucker bastard waahiyaad cuss arshi welkin saamne shilpa safe
shakal masoom dimagh haraami naimat bhe ksi ksi naseeb hti,2,shakal masoom dimagh bastard naimat bhe ksi ksi luck hti
hazrat haraami elaaj kren,2,hazrat bastard elaaj kren
haraami suna,2,bastard suna
shut upp haraami,2,shut upp bastard
sir absolutely correct sultan dumbo knit witted phrase,0,sir absolutely correct sultan dumbo knit witted phrase
haraami team,2,bastard team
wow mubarak shrikant sharma haraami dougla,2,wow mubarak shrikant sharma bastard dougla
kisase namak haraami kisskase namak halali thaali khana,2,kisase of the name of bastard kisskase of the name of halali thaali take
inko news aana chutiye koot kootwa news ladki tesuye bahana,2,them news come through fucker koot kootwa news ladki tesuye slop
giving evil eye pls stop assure life mess making worse,0,giving evil eye pls stop assure life mess making worse
troll pappu pidi,0,troll pappu pidi
haraami aoukat aagayaa badmash,2,bastard aoukat aagayaa naughty
haraami age kutto,2,bastard world dog
ujlay kapry achy khany mehngy jotay oonchy kaaly dil mailay man sastay shoq haraami,2,ujlay kapry achy khany mehngy jotay oonchy kaaly ticker mailay nous sastay shoq bastard
aukaat saale mtv chuziye malishka,2,aukaat bastard mtv chuziye malishka
bhaiyo amu rights doran roz padha guru muslim unaki taalim,0,bhaiyo amu rights doran roz padha long muslim their taalim
snow day hot chocolate loml,0,snow day hot chocolate loml
zyada namak khata utni zyada namak haraami gujaratelection gujaratelection,2,more of the name of account utni more of the name of bastard gujaratelection gujaratelection
suspend aadmi degree farzi haraami aulaad phansi,2,suspend cuss degree farzi bastard aulaad phansi
imran report tootaram tweets block hojaayega haraami tweets haen usk,2,imran report tootaram tweets block hojaayega bastard tweets haen usk
world biggest haraami muslims hydrabad sell young virgin girls arabs rich owaisi idiot,1,world biggest bastard muslim hydrabad sell young virgin girls arabs pig owaisi idiot
haraami suit,2,bastard suit
mobikwik haraami stopped taking supercash recharges ullu pathhe,2,mobikwik bastard stopped taking supercash recharges idiot idiot
haraami bare haraami dosto pas beth janu call,2,bastard bare bastard dosto near beth janu call
haraami,2,bastard
haraami pele,2,bastard pele
haraami betaa muhh zoor essne sabit,2,bastard betaa muhh zoor essne sabit
haraami icha rahul jija banne,2,bastard icha rahul brother-in-law banne
udke dumchale modi sabka baap batate sal,2,udke dumchale modi everyone father batate year
anta hareem haraami saudimovietitles,2,anta hareem bastard saudimovietitles
sabir sir nooni haraami samaj haraam kha,2,sabir sir nooni bastard world bastard kha
dost english kamzoor english movies dekhne haraami konsi movies kamzoor,2,playfellow English kamzoor English movies dekhne bastard konsi movies kamzoor
haraami media asked shivaji statue important bastardly priorities,2,bastard media asked shivaji statue important bastardly priorities
sorry shankar aiyer wrong boss neech kisam ekdum haraami kisam,2,sorry shankar aiyer wrong smell low caste kisam ekdum bastard kisam
wonder behaving moron vote bank stuck century arabia barbaric,2,wonder behaving moron vote bank stuck century arabia barbaric
swara haraami,2,swara bastard
feku kutta kameena makkaar haraamkhoor nikamma jahil gawaar kehta warna haraami gali,2,feku dog kameena angler haraamkhoor no-count jahil gawaar kehta warna bastard passage
kind gira haraami,2,kind come down bastard
haraami number badi baat intention,2,bastard place badi words intention
nikkah front kaabah umrah husband straight turned piece,0,nikkah front kaabah umrah spouse straight turned piece
zyada namak khata utni zyada namak haraami gujaratelection gujaratelection http,2,more of the name of account utni more of the name of bastard gujaratelection gujaratelection http
bhaiyo amu rights doran roz padha guru muslim unaki taalim,0,bhaiyo amu rights doran roz padha long muslim their taalim
xmas medium phat tiddies,0,xmas medium phat tiddies
gandu bulaya kyon haraami baap chaat,2,faggot bulaya why bastard father licker
