score,text
0.0,@Aarav90434746 @bhabhitoohot @Hotty_Girl1 @SExpertYash @pia_guha @sawantmani @thkurain546 @Sexy_SONA69\xe2\x80\xa6 https://t.co/4wHHSHWjfp
2.0,RT @markparker111: @ill_sia saali chinaal! Chut maari ki! Randiii! Kutti ! Le mera lund zoro me randiiiii https://t.co/Zgc2dZEw9X
0.0,@priya_hhh @Saleemk88256399 @shikhaask5 @ssgg4567 @khatundevi @madhurima011 @NazzSaba Kissi nhi chahiye teri chinaal\nChut chahiye
2.0,2
1.0,"RT @BSdkmc0: Mulle ke Kale Lund Ki Diwani Hui Mummy,mulle ne maa ko Chod Chod Ke Chinaal bna Diya https://t.co/ybqH4NTOOj"
2.0,@uksri Mai kehe Raha hu AGAR GAAND ME DUM HAI TO UNKE BEECH ME BOLEGA....TERA JOOTA MERA SIR.....TERI MAA CHODKE HA\xe2\x80\xa6 https://t.co/ezCnmrcTiQ
0.0,@kerempek8 @motabhia1 @RiaanG2 @Anavar51 @uryan69 @Slutmaker66 @Ipertrofia300 @VIRGIN_MONKEY_ @AssStar_0_\xe2\x80\xa6 https://t.co/cIT4uKoc0J
2.0,@speeedfrog @fishylone @Saahilpeerzaada @HafsaAkram15 @AryaSmilesa Bhai kya main is randi zara khan randi ko aur na\xe2\x80\xa6 https://t.co/TjGDhv9riU
2.0,@Randisuman Randi h Sali Chinaal
2.0,@SethShruti @SuperLonday Chinaal chodi k pane mat kar BKL
0.0,RT @jigneshshahjain: @kerempek8 @motabhia1 @RiaanG2 @Anavar51 @uryan69 @Slutmaker66 @Ipertrofia300 @VIRGIN_MONKEY_ @AssStar_0_ @PornBlowing\xe2\x80\xa6
2.0,@majestic_bhara @abpnewstv @karanjohar @RanveerOfficial RANDI K PILLE TERI MAA BEHEN KO KOTHE PE BECH K AAYA HU AB\xe2\x80\xa6 https://t.co/KM3j6BsvQD
2.0,RT @Ratansonawane1: @Lokesh28031674 Sant rampalji maharaj ke anmool vachan dekiye shadna chinaal par 7.40 se
2.0,Ayesha Fatima RSS ke office ki chinaal https://t.co/r6h73KqlBm
2.0,oohhh really meri kuttiyaa sali hraamzaddi randi kamini chinaal https://t.co/mBCnl3voli
2.0,@myvotetoday Is chinaal ko italy bhejo pehle
2.0,@CumWhore11 Apni is chinaal behan ko lund pr latka kr iski gaand chodugaa \nUchaal uchaal kr
2.0,@raghu16508065 Randi woh nahi teri maa hai.... mast chudwaa gayi thi us raat ko mere se tab jaake tu paida huva mer\xe2\x80\xa6 https://t.co/0czWNsXoZQ
0.0,@Aarav90434746 @bhabhitoohot @Hotty_Girl1 @SExpertYash @pia_guha @sawantmani @thkurain546 @Sexy_SONA69\xe2\x80\xa6 https://t.co/T4GCcovQG1
2.0,RT @jigneshshahjain: https://t.co/8usV9CWorY meri #Randi patni Sara ko Chinaal bana ker chod rahen ussi ke bhai dost. Imr pheche se chodra\xe2\x80\xa6
2.0,RT @Ratansonawane1: @The_Living_Way Dekiye sant rampalji maharaj ke anmool vachan shadna chinaal par 7.40se
2.0,@majestic_bhara @abpnewstv @karanjohar @RanveerOfficial 1300000000000 LOGO NE TERI MAA KI CHUT KA SEAL TODA THA TAB\xe2\x80\xa6 https://t.co/AfHjPfXRh0
2.0,@MinhazMerchant @ShefVaidya Chinaal merchant apply burnol
2.0,https://t.co/rg6zJGbOlB meri #Randi patni Sara mere office ke ek Black colleague ka lund chusne ke baad #Chinaal ki\xe2\x80\xa6 https://t.co/X1yQDdMHgJ
2.0,@MyloMegha Fake account chinaal..
2.0,@majestic_bhara @abpnewstv @karanjohar @RanveerOfficial AAJA RANDI K LADKE PAPA SE FADDA KAREGA BLOCK MAT KARNA TER\xe2\x80\xa6 https://t.co/5ywUG9HbIa
2.0,Meri #Randi patni sara jesse bhi chudati hai uski essa feeling deti hai jesse ke wo uski #Rakhel ho. Apni cousin ke\xe2\x80\xa6 https://t.co/qG1di1uWmD
2.0,@majestic_bhara @abpnewstv @karanjohar @RanveerOfficial BANDAR KA GAAND BHI TERE SE ACCHA DIKHTA HAI MADARCHOD RED\xe2\x80\xa6 https://t.co/MW9LBRa1Kp
2.0,@priya_hhh @rheaslut @Poonamrani1234 Vo teri gaand chategi or tu raand...haan chinaal tu saali bhen ki lodi mera la\xe2\x80\xa6 https://t.co/PQCHP1xx7k
2.0,@SuaveRishab @Saleemk88256399 @ssgg4567 @priya_hhh @khatundevi @madhurima011 @NazzSaba Sikh lungi chinaal maa to khud rand h
0.0,RT @jigneshshahjain: @Your_Next_Love @Chutaki420 @Be_Shrm1 @Meera39452960 @payalDbadass @madhurima011 @CinderellaBhabi @minnii142 @NatkhatB\xe2\x80\xa6
2.0,@priya_hhh Chadhugaa hi raand meri betichod ki aulaad saali aahhh\nMast chut h chinaal teri https://t.co/BN7MWjkM12
2.0,@Aaksh9934 @ArshiKhan_Fans Randi.\n\n Chinaal \nIsse bhi koi gandi gaali hai iss aurat ke liye..?
2.0,"@RoflCritic Ab teri ma Chinaal hai to usko wahich bolenge, Baap bhadwa hai to usko bhi wahich bolenge, to MM to Nup\xe2\x80\xa6 https://t.co/BQ20rHHAwd"
0.0,@Prince77567092 @Ebn_Iblies00 @twofreesouls @uryan69 @bward419 @dd_dark1 @badkittysub @lookint0havefun\xe2\x80\xa6 https://t.co/e2LWeUtKZC
2.0,https://t.co/8usV9CWorY meri #Randi patni Sara ko #Chinaal bana ker chod rahen ussi ke bhai dost. Imr pheche se cho\xe2\x80\xa6 https://t.co/fdTDol9MZn
2.0,@majestic_bhara @abpnewstv @karanjohar @RanveerOfficial Abey randi k pille Teri maa ki chut mein kutte Ka lawra daa\xe2\x80\xa6 https://t.co/2BoQX4Vg5w
2.0,"@airtelindia Bhosode k airtel behnchod,4g ki offer dikhata hai!khud k gaand k 2g v nhi hai,chutiya ulimited tatti 4\xe2\x80\xa6 https://t.co/0gJeuab1CJ"
2.0,@uksri Tera maa ka bhosda naa ban jaaye dhyaan rakhiyo chinaal ke
2.0,@RoflCritic Bohsdi ke apni chinaal ma Aur bhadwe Baap ko bhi ladwa deta beech mein... kis gutter ka critic hai tu mayeove...??
2.0,@Agyaatwayakti @BiggBossNewz @lostboy54 @ipriyanksharmaa Teri ma chinaal..mc k bachhe\xf0\x9f\x98\x82\xf0\x9f\x98\x82
2.0,"RT @Ssaniya25: PM follows people who say ""Rape kar denge"", ""Randi"", ""Chinaal"" , ""Acha hua marr gayi kutiya"" &amp; the word ""Neech"" is troubling\xe2\x80\xa6"
2.0,@shikhaask5 @Saleemk88256399 @ssgg4567 @priya_hhh @khatundevi @madhurima011 @NazzSaba Beej chuss chuss kar nikaal l\xe2\x80\xa6 https://t.co/cjTPKfHJmo
0.0,Aaj mene fir jazbaat bheje..aaj tumne fir alfaz hi samjhe..Piyush Mishra toh gazab ka talent.. \nBaaki rahi baat por\xe2\x80\xa6 https://t.co/b2orCytRni
2.0,"@Ridhijain01 PM follows people who say ""Rape kar denge"", ""Randi"", ""Chinaal"" , ""Acha hua marr gayi kutiya"" &amp; the wor\xe2\x80\xa6 https://t.co/bfIk5g6Qkm"
2.0,RT @mdaftab75578482: Mai or Meri khubsurat Randi @Ranii_meera ek dusray ko piyaar kartay huwa..sali H chinaal Meri Lund ki shuhagan jab Tak\xe2\x80\xa6
0.0,RT @jigneshshahjain: @shockinator2 @quiet_9090 @PawgWithaBlog @gspot1177 @swo2212 @trouble_5000 @Erotic_Pic @lyla_belle2 @worldclas_babes @\xe2\x80\xa6
2.0,https://t.co/gRvqq597cK  #TaqiD mere dost meri #Randi patni Sara ko #Kuttiya bana ker pheche se chod raha or uski\xe2\x80\xa6 https://t.co/a9O6CtgQuX
2.0,@MyloMegha @AkshithShetty93 @nitinsingh216 Chinaal how can khichdi be tasty without non veg?
2.0,"PM follows people who say ""Rape kar denge"", ""Randi"", ""Chinaal"" , ""Acha hua marr gayi kutiya"" &amp; the word ""Neech"" is\xe2\x80\xa6 https://t.co/IgKVL9mUjh"
2.0,@priya_hhh Saali lund khao chinaal...hehe
2.0,@Randisuman dekh meri raaand kese kake lund pr uchal rhi h tu bhen ki lodi ghasti chinaal https://t.co/u2jiEjB65k
2.0,"RT @jigneshshahjain: https://t.co/uuDsFfk1jo taqid meri #Randiwife Sara ko chod raha tha tabhi uski chinaal patni hamna aagai, lekin wo phi\xe2\x80\xa6"
2.0,@Snehaarora_90 Chinaal tu raandi hai... mein tujhe ruka sakta hu... par tu mujhe nhi..
2.0,@Dayweekaa @narendramodi Chinaal.... Where were you when.. 150 senior citizens were killed due to demonetisation?
0.0,RT @mdaftab75578482: @Rekha_hindu @Jay20779165 @sexyboy3647 @subashk62225490 @barathithasan11 @singh45115784 @cuckoldsp33 @zeba_bhabhi @Nav\xe2\x80\xa6
2.0,"@SirJadeja @OfficeOfRG PM @narendramodi follows people who say ""Rape kar denge"", ""Randi"", ""Chinaal"" , ""Acha hua mar\xe2\x80\xa6 https://t.co/PO5B8G5PKL"
0.0,@dirtyanna09 @desi_chicks @DDevilav08 @DesiNudexxx @realdesigirls @bj_fantasies @PriyankaSexy27 @cpdhandle\xe2\x80\xa6 https://t.co/lhBqeZN4hv
0.0,@Your_Next_Love @Chutaki420 @Be_Shrm1 @Meera39452960 @payalDbadass @madhurima011 @CinderellaBhabi @minnii142\xe2\x80\xa6 https://t.co/30cLaMZdl2
2.0,https://t.co/9mSR9crwex meri #Randi patni Sara porn dekhte huwe mera intezar me thi or meine apne dost #TaqiD ko bh\xe2\x80\xa6 https://t.co/1gcSIrVPfC
2.0,@uksri CHINAAL KE RUK TO JAA.....CHOOT MARANI KE ......RAAND KE
2.0,@Lokesh28031674 Sant rampalji maharaj ke anmool vachan dekiye shadna chinaal par 7.40 se
2.0,RT @Ratansonawane1: @SachinTendulkrG Sant rampalji maharaj ke anmool vachan dekiye shadna chinaal par 7.40 se
2.0,@chori_katil Raaand saali\nChinaal hi h tu bhi
2.0,RT @jigneshshahjain: https://t.co/9mSR9crwex meri #Randi patni Sara porn dekhte huwe mera intezar me thi or meine apne dost #TaqiD ko bheja\xe2\x80\xa6
2.0,@IndiaToday @News18India aapne to Chinaal ko bhi peeche chorh diya.@AMISHDEVGAN @anjanaomkashyap
2.0,"Salgay Fans Calling Her Randi Chinaal On Her Wedding Day, Dhobi Fans Trolling Yuvi On His Birthday \xf0\x9f\x98\x80\xf0\x9f\x98\x81\xf0\x9f\x98\x82 What Type Of Madarchod's?"
2.0,RT @markparker111: @sexybabyriya teri maa saali chinaal hain! Lund ko aise chodti hain ke pyaar ho jaata hain https://t.co/rxNC7tr4pC
0.0,RT @jigneshshahjain: @Aarav90434746 @bhabhitoohot @Hotty_Girl1 @SExpertYash @pia_guha @sawantmani @thkurain546 @Sexy_SONA69 @thecrzindian @\xe2\x80\xa6
0.0,@Sunitasexy69 @Poonamrani1234 @BensonLuck @sanu1975 @PandyRajni @priya_hhh @Taniya_jisel @neha272727 @SingamParam05\xe2\x80\xa6 https://t.co/zlgDPcK0Rl
0.0,@luvrainboww @madhurima011 @naughtyishika22 @golumolu36 @Pooja_69 @EroticRuchika @EroticSapna @NazzSaba\xe2\x80\xa6 https://t.co/LR5A9n1sVT
2.0,@Imtiyaj69192230 Tere lund K bhuki hai saali chinaal Kuttiya. Peshaab pine ko tayaar Tera
2.0,"@ashokepandit PM follows people who say ""Rape kar denge"", ""Randi"", ""Chinaal"" , ""Acha hua marr gayi kutiya"" &amp; the wo\xe2\x80\xa6 https://t.co/cNFISUUHPN"
2.0,@priya_hhh @ssgg4567 @khatundevi @madhurima011 @NazzSaba To khaaja bhenchod saali chinaal\nAahhhh chussti mast h tuu
2.0,@jaanlevadarinda @AliShahbaz1234 @SushmaSwaraj abey lund ke tope chinaal ki aulad teri behn ki chut mai hathi ka lu\xe2\x80\xa6 https://t.co/8DAXlu4ck7
2.0,"@RailMinIndia if you were incapable to maintain the time,you change the train timing.but you chutiyas are making us chutia"
2.0,RT @Parulchikaragm1: @nanditathhakur Bc.... Itna drama public ko chutia banane ke liye hai
2.0,@HardikPatel_ Isse air ek baat sabit hota hai ki tumlog pakistan ke saath ho...public ko chutia banana band kar haramkhor
0.0,@guptatripti37 @MohdSha88 @suyyashrai @lostboy54 @scorp_sid @LovelyCamell @iamkamyapunjabi @RealVinduSingh\xe2\x80\xa6 https://t.co/1dON12WHHX
2.0,Once a chutes always be chutia.. \xf0\x9f\x98\x87\xf0\x9f\x98\x87\xf0\x9f\x98\x87\xf0\x9f\x98\x87 https://t.co/vfvTa2wwSc
2.0,@kumarrajnishdp @DoctorrSays Chutia... \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81
2.0,@KhabriBiggstFan @BiggBossNewz @TheRealityShows @JJROCKXX Yeh chutia tha .hai aur rehega
2.0,@imran313ashraf @ImranIsmailPTI teri behan di siri angraizon kai kuttai tu terai aaqa aor unki gandi aolad jo saara\xe2\x80\xa6 https://t.co/YF8b9YAxPS
2.0,@SshivaniDurga abey chutia auraat mana paisa boht maine rkhta h. Kam se kam spirituality ka dhong kar rhi h toh bha\xe2\x80\xa6 https://t.co/1ecrjPDVej
2.0,@sambitswaraj Sambit patra kya aap gobar khake aedhe kya jo aap bata rah hai modi desh k bab hai \nChutia sambit pat\xe2\x80\xa6 https://t.co/B62yVMdnfZ
0.0,@AamirKhan_2 Nice
0.0,#CongressPresidentRahulGandhi\nHahahah...\nY toh wahi hogya jaise hafeez syeed k beta atankwadi hi banega...\nWaise ga\xe2\x80\xa6 https://t.co/P4PRAAsNsm
2.0,"@tellychakkar @ColorsTV @BiggBoss Madharchod chutiya, issh #tellychakkar ko unfollow kro yar.... Faltu news post krta hai ye chutia"
2.0,@ZeeNewsHindi Wait for Dec 18th... Pappu tu hi flop Ho jayega chutia Rahul Gandhi ha ha ha
2.0,"No matter how good the newpaper talking, you will still find a Chutia Mantri doing Chutiyapa https://t.co/kaPe8ek8CG"
2.0,@meamabhishek Ye Dangu chahta bhi yahi Hai...ki log isko reply Kare.. is sale ko sab unfollow Kar do..chutia banda
2.0,"RT @boyfriendSobti: @starktargeryan @sayalotusnile @TheKaranPatel Hina k expressions aise h ""chutia chup Teri aukaat pata h"" \n2 minutes ka\xe2\x80\xa6"
2.0,@waqas__tweets Google krka books dhoondho? Chutia tu nai hogia? \xf0\x9f\x98\x82
2.0,Tharki budda. @DrDanish5 tum bhi IK wali rawish py chal rahay ho. Mai samjha k tum shyd sirf ZUBAN k he chutia ho l\xe2\x80\xa6 https://t.co/6xoOEQCSSl
2.0,RT @ArvindK53566798: @RubikaLiyaquat @wani_darshan Congrss chutia ke pass iska koi jabab nahi hai inlogo chutiyagiri ke siba aur kuch nahi\xe2\x80\xa6
2.0,Chutia (colloquially quoting Manish Tewari and Diggy Raja) is the only word suitable for this guy. Wonder where Pap\xe2\x80\xa6 https://t.co/nswYYIG0lS
2.0,Awaam to chutia hi ho gae hai unki shadi ko ly kr
2.0,@SourabhBhatt15 @ArvindKejriwal Aur agr chutia ho to modi jaisa..
2.0,RT @kbreatlee: @iamhinakhan11 Vikas is chutia too I know \xf0\x9f\x98\x82\xf0\x9f\x98\x82
2.0,@Maninder2331 @subhraguha1 @WithPGV @ArvindKejriwal Chutia log hahahahahaaha
2.0,3 Chutia Stooges!!!!!!!!!! https://t.co/ccAehhj4I1
2.0,"@BiggBossNewz Chutia log pehle sikh le ja k Marathi , shilpa k piche pad jaate , ab maa ko bhi ni chhoda"
2.0,@dhruv_rathee @Being_Humor Chutia
2.0,@sirhardik7773 @TheSardanaRohit @ArvindKejriwal @KapilMishraAAP Chutia ias tha wo
2.0,"@thetanmay @narendramodi Reech nahi, Neech hai vo.\nDesh ha chutia kaat raah hai jo."
2.0,@KnhaiyaKumarJNU @IndiaGiri_ chutia frog theek rehega
0.0,@guptatripti37 @MohdSha88 @suyyashrai @lostboy54 @scorp_sid @LovelyCamell @iamkamyapunjabi @RealVinduSingh\xe2\x80\xa6 https://t.co/DBdepP7p1w
2.0,@indian_vaibhav @DrogaHappu @Umar96Akmal @imVkohli @AnushkaSharma india deta h leni to usy Atii hi nahi \nchutia
2.0,@king_ranjhna @ArvindKejriwal Chutia.. khud school gya nhi aur baccho ko pda rha hai.. murkh hai ..
2.0,@Your_Daddy123 @Mes_tizo @Prncess_Shiza @lemeZain @ahsan_anwerr Aby ye kon hy chutia
2.0,@BJP4India @narendramodi @arunjaitley Sambit patra kya aap gobar khake aedhe kya jo aap bata rah hai modi desh k ba\xe2\x80\xa6 https://t.co/Z6i7VhMQf2
2.0,@iamhinakhan11 Vikas is chutia too I know \xf0\x9f\x98\x82\xf0\x9f\x98\x82
2.0,@Minnie_S @OfficialMeher Chutia he kya ye \xf0\x9f\x98\x82 Ldki kch b bol do bs
2.0,@CNNnews18 Who is this chutia??
2.0,Chutia @incindia spokies pimps worst than  pig soch debating on   #Media_Dera secret meating  by Gaddar PeeM&amp
2.0,"@theskindoctor13 @rahulkanwal @HardikPatel_ is chutia ko kisne banaya hai leader and anchor , desh ko lootne wale k\xe2\x80\xa6 https://t.co/biFxnaCnfx"
2.0,@shammybaweja Ache Din chutia sardar found his tounge... Traitors should be shot dead
2.0,@Mukul_INC @Shehzad_Ind Chutia of d year award goes to mukul singh
2.0,"@laluprasadrjd Modi ka dusman Pakistan kewal election ke liye Hai. Public ko chutia banana Hai. Badd me dost ,dono\xe2\x80\xa6 https://t.co/4D7Z94Zx2t"
2.0,@MuralikrishnaE1 @jspandey_ @Nidhi @sagarikaghose @RanaAyyub Chutia comunist aur srcular logo abhi bhi samajh me nahi ayega
0.0,@guptatripti37 @MohdSha88 @suyyashrai @lostboy54 @scorp_sid @LovelyCamell @iamkamyapunjabi @RealVinduSingh\xe2\x80\xa6 https://t.co/yUVLjVIT3f
2.0,@e_salam @lucifer_damned Chutia public to be blamed
2.0,@Pandey76Suresh @laluprasadrjd Nawaj sarif kay tumahare or modi ke giga lagate hai sadi me chale gaye...chutia .....
2.0,@SirRavishKumar Chutia
2.0,@TimesNow Member of chutia brigade forgot sikh massacre of 1984
2.0,@Achibaathaii @lemezohaib Haan sarim chutia ko barbaad kar bas \xf0\x9f\x98\x82
2.0,@annoyyyinglady \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 chutia spotted ....
2.0,RT @amitsurg: Chutia (colloquially quoting Manish Tewari and Diggy Raja) is the only word suitable for this guy. Wonder where Pappu finds s\xe2\x80\xa6
0.0,@PChidambaram_IN First congress told no such meeting with pak and China authority but came and later we had a meeti\xe2\x80\xa6 https://t.co/4hJDkeFvkd
2.0,@Your_Daddy123 @Mes_tizo @sundas_pasha @Prncess_Shiza @lemeZain @ahsan_anwerr Tu to hy e chutia
2.0,@RubikaLiyaquat @wani_darshan Congrss chutia ke pass iska koi jabab nahi hai inlogo chutiyagiri ke siba aur kuch nahi aata hai
2.0,"How long #ModiSarkar bear chutia BJP YashwantSinha  Defends Mani Shankar Aiyar, Calls Pakistan Conspiracy Allegation 'Absurd'?"
2.0,@OfficeOfRG Tax chori kar ke govt ok bahut din chutia banaya. Ab raste me aa gaye sab chor log. Papu brigade bana r\xe2\x80\xa6 https://t.co/c0ZA5PJoTy
2.0,@KapilSibal Chutia had not seen empty vote in Delhi.have not feel ashamed f
2.0,@sambitswaraj apki debates dekhi...apse bada chutia nahi dekha ajtak
2.0,@ArlengHanse @CNNnews18 Oho chutia
2.0,@aayushi9996 He is both Chutia &amp
2.0,@mevani_jignesh chutia
2.0,@dhruv_rathee Kt gya chutia
2.0,Chutia bna gya is qaum ko wo bhi jo is IQ k sath https://t.co/Z2aFAuEuGo
2.0,@KamalRKaan Sirji...Bahut bahut bahut badi chutia picture banai.....Kaun tha banaane wala bada waisey
2.0,@sanjeevbhobia @kmayank151 @Ridhijain01 @OfficeOfRG Or sun itna chutia chutia chilla rahe ho sari duniya chut se ni\xe2\x80\xa6 https://t.co/dkpFaynEFJ
2.0,@Shehzad_Ind Chutia
2.0,@moronhumor Chutia raghu
2.0,@ExMCX Chatur means clever that I am but chutia means stupid that what you all are
2.0,RT @iharisjaved: Awaam to chutia hi ho gae hai unki shadi ko ly kr
2.0,@sardesairajdeep @PMOIndia Chup kar chutia
2.0,@OfficeOfRG Chutia I asked one question what your mother and Shindi was doing in front of IIT. Is protection used
2.0,#Kanhaiyakumar agar tu yeh padh raha hai toh sun be chutia tu jaha bol im ready to debate wid u and terese bhi jyaa\xe2\x80\xa6 https://t.co/TcWPlHrLZP
2.0,@AkshayChakkaa @TunishYadav @Rajvikrm098765 @akshaykumar Are Gb Road Mai Pada huye randi ke beto \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nGhasti ke londo
2.0,@chutiyaland @RajKPatel6 @ModiLeDubega Hahahahah TERE GAY TATTE DI MA NU SPIDER MAN BANKE BUILDING TO LATKA LE LUN\xe2\x80\xa6 https://t.co/SXJmNOvuFJ
0.0,OMG! You have to see this. #BIGOLIVE &gt
0.0,OMG! You have to see this. #BIGOLIVE &gt
2.0,@HumApkaSubKuch tu kia ghasti aurto ki trhn dosrou k tweets py mazy lay RHA h lun k sir
2.0,@ShkhRasheed Taryi ghasti behen ko chodon sarya padal haj tum ny he kiya houya hyan tarya barya mea log batatya hya\xe2\x80\xa6 https://t.co/SfA0arYGjX
2.0,@suhanitrivedi01 aajaa bhen ki lodi ghasti raand..teraa muhh chodne me mazza aayga https://t.co/ke0EUFb6F8
2.0,"RT @missSanskari: Car me masti, ban k ghasti. https://t.co/sIAKrIIgxv"
2.0,Is behan ki Lodi ghasti Ko kal 200rs me Iske ghar me choda hai sali Ko gaand marane ka bahut sauk hai https://t.co/5apt9LYs4O
2.0,@mubasherlucman Ishatehari now becoming GHASTI but not allowed to travel t Pakistan
2.0,@WaleedZarak @WajSKhan Ghasti ko sikha deti
2.0,@hwn60 @ImranKhanPTI Abay ghasti ma k lun tawaif k khandan k apni maa ko bhaijday aisa mufta milayga
2.0,@ugly_jallad @TasnimPorijol13 @ColorsTV Abe dheele lund ki paidaishhh....hina hi jitegi Teri ghasti shilpa waise hi\xe2\x80\xa6 https://t.co/dZSuSp4Kyf
2.0,@aleemkhan_pti Taryi behen ki phudi kutti ki olad tum behen ky lorya 1 mna ki seat nai ly sakhtya aour ns 2 coror v\xe2\x80\xa6 https://t.co/8H3RKKJ8ms
2.0,@khatundevi Dekh bhen ki lodi ghasti raand kese lund pr uchalti h https://t.co/IcSzNcBlKD
2.0,@VasundharaBJP Vikas tere bhosde ka ho raha hai ghasti
2.0,@khatundevi Too khaajaa ise meri ghasti raand https://t.co/qS6hqmytW8
2.0,@ShireenMazari1 Dono maa beti ghasti Hain just bc
2.0,@priya_hhh @rheaslut @Poonamrani1234 Aahhh ohhh yeahhh meri ghasti raand https://t.co/jLD29fFoHg
2.0,@chutiyaland @RajKPatel6 @ModiLeDubega Dusra da ni pata par teri ghasti maa nu ta kadke LUN MARNAAA
2.0,@UmarCheema1 Oye ghasti ma k lun kisi khusri k bachay when the adalat had Iftikhar chaudry u were behind that corru\xe2\x80\xa6 https://t.co/xGdup2Kn6U
2.0,@MJibranNasir @ImaanZHazir I Just Want To Say You Just One Word........................Ghasti..
0.0,OMG! You have to see this. #BIGOLIVE &gt
2.0,@AyeshaGuIaIai Sali bina bra kay doodh tum dikhati ho duniya ko aur kehri ho kay harras karta hai .... ghasti ko ha\xe2\x80\xa6 https://t.co/pBBB9UWEvL
2.0,+923345092514 my IMO num kinjri wife r ghasti and randiyo k lye Mera lulla avail now on the video call r Jo koye ap\xe2\x80\xa6 https://t.co/dDcXapV3CY
2.0,@RandiKhanaa @246Abhishek Mast chudakar n ghasti hoti hi sardariya.sali tight khpro me chuchi tani hui rakhti hi.ha\xe2\x80\xa6 https://t.co/ITyIPzeRa8
2.0,RT @_Hoor_786: Boys And Girls Be Aware This @ZaidMirza99 Bastard.. Iski Baaton se Aisa Lag Raha Ye Apni Amma Ko Bhi Sasti ghasti Bulata Hai\xe2\x80\xa6
2.0,@MaryamNSharif Loorrraa bc chor ka bacha Ghasti chup kr
0.0,OMG! You have to see this. #BIGOLIVE &gt
2.0,@suhanitrivedi01 @priya_hhh @rheaslut @Poonamrani1234 Aa gyi sabse badi ghasti raand @suhanitrivedi01
0.0,OMG! You have to see this. #BIGOLIVE &gt
2.0,@Randisuman dekh meri raaand kese kake lund pr uchal rhi h tu bhen ki lodi ghasti chinaal https://t.co/u2jiEjB65k
2.0,@Being_Hazardous @__EvilSinner Choro ghasti ko
2.0,@priya_hhh @shikhaask5 @ssgg4567 @khatundevi @madhurima011 @NazzSaba To uchal na bhen ki lodi ghasti raand mere laude pr
2.0,Are bhai bhai bhai.\napni ma ko ghasti keh rha ha\xf0\x9f\x98\x82\xf0\x9f\x98\x82\nlmao\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/4ndO2j2gzS
2.0,RT @Tuniva: @AkshayChakkaa @TunishYadav @Rajvikrm098765 @akshaykumar Are Gb Road Mai Pada huye randi ke beto \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\nGhasti ke londo
2.0,@sheenaabidashah ghasti maa ka kanjr beta...
2.0,@marvisirmed Ye kia ghasti bndi hy.....
2.0,RT @aftabgulzar10: @Quratulainb perfect ghasti https://t.co/2TEZYNtZ14
2.0,@DheerK1 @moaxxama @HamidMirPAK Ghasti
2.0,@ShkhRasheed Taryi maa ka phuda houa hy ghasti ki olad
2.0,@chori_katil Isi liye to tere muhh me fasata hu me meri ghasti raand \xf0\x9f\x98\x98
2.0,@priya_hhh Aahhhh chuss le ise meri ghasti betichod ki aulaad https://t.co/04e99UrhFP
2.0,@AyeshaGuIaIai Ghasti ye Jo tumhary nechy garami Hai NA ye us ka asar Hai Khan nai danda dia nahi bechara de hi det\xe2\x80\xa6 https://t.co/VIUkKFE62e
0.0,OMG! You have to see this. #BIGOLIVE &gt
2.0,@TarekFatah Fatto gaand k baal ghasti k behnchod
0.0,OMG! You have to see this. #BIGOLIVE &gt
2.0,RT @_Hoor_786: Boys And Girls Be Aware This @Zaid_Mughal_99 Bastard.. Iski Baaton se Aisa Lag Raha Ye Apni Amma Ko Bhi Sasti ghasti Bulata\xe2\x80\xa6
