text,score
sir person kills hindu muslim kills love humanity,0
lovejihaad violence mob thrashes muslim man living girl different community,1
number hindus love jihaad married muslim girls terrorist kill,0
happy birthday shahnawaz pure love jihaad,1
means contribute bjp sponsored sense topics hidu muslim kashmir pakista,1
love jihaad,0
love jihaad kiss jihaad,1
aajki nasamaj hindu ladki kalki love jihaad shikar,1
property call nonveg islamist practices cud reasons showi,0
lovejihaad violence mob thrashes muslim man living girl different community,1
love jihaad rajasthan humanity killer lovejihad lovejehadcase lovejehad,1
rajshthan huva shrm naak love jihaad naam leke bujurg insaan marna,0
dalaal media written passport hindu indian spreading hatred muslim,1
similarly afrazul killed love jihaad father husb,0
love mom jihaad brings joy,1
aajki nasamaj hindu ladki kalki love jihaad shikar,1
love jihaad utho,0
hahahha great reverse love jihaad,1
issues gujrat mandir pakistan love jihaad sergical strike,0
kro love jihaad,1
hate politics divide india religi,0
don bother love jihaad remain myth community persecuted contrast,0
bharat mahan pls india pakistan mandir masjid shamshaan kabristhan baap baap stop,0
amish gya apke love jihaad mudda,0
sale love jihaad karoge taraf raigar milenge chod tumharee,1
propaganda love jihaad punished supreme court india,0
understand takes love jihaad papa,1
muslims islam love hindu brothers don wife children jihaad,0
sirji galat yogdaan atankwaad bhrashtachaar hindu muslim gai gau mutra,1
shankar iyer congi leaders experience love jihaad,0
love jihaad hlla janna muqtaar abbas naqvi shehnawaj hussain bivi dharm,1
sirji galat yogdaan atankwaad bhrashtachaar hindu muslim gai gau,0
topic paas hindu muslim india pak mandir masjid cow love jihaad triple talaq surgical strike bss,0
love jihaad vvv,0
questions,0
haha triple talaaq challenges existence indian state,0
cong triple talaaq halala practice,0
girl calling parents bigots bcoz oppose lovejihad save fgm burqa triple,0
write halala amp triple talaaq,0
muslims man egoistic forgot god created woman equal situ,0
young voters clarity thoughts employment generation linking rive,0
sad support fgm halala triple talaaq amp lovejihad,0
asma shams interview zee news triple talaaq,0
century rights hindu women daughters enjoy muslims enjoy congress,0
intelligent infact dahez call jahez muslim nikaah,0
surprising society debate adultery laws triple talaaq,0
rajiv gandhi muslim women requested rights abolish triple talaaq initially positive,0
congexposedonayodhya time kapil sibbal defending case society hindu weath,1
girl calling parents bigots bcoz oppose lovejihad save fgm burqa triple talaaq,0
century rights hindu women daughters enjoy muslims enjoy congress,0
triple talaaq india considers jail instant divorce,0
dropped completely society start talking adultery laws,0
special muslim lawyer rohingyas sunni waqf triple talaaq supporting bharat tukde hong,0
islamic practices indian muslims pose challenge indian state justify subjugation deh,0
sad support fgm halala triple talaaq amp lovejihad,0
triple talaaq halala amp marriages enjoy,0
muslims man egoistic forgot god created woman equal situation,0
calling proposed legislation triple talaaq arbitrary amp,0
diwali light noise killing goats eid sacrifice questioned sat,0
rajiv gandhi muslim women requested rights abolish triple talaaq initially posi,0
calling proposed legislation triple talaaq arbitrary amp,0
surprisingly reacts shehzad poonawala shenanigans poll speeches wond,0
stunned person justified pathetic customs islam triple talaaq hala,0
namaste visit pls explain ill effects triple talaaq burqua fgm ultra conservative folks,0
calling proposed legislation triple talaaq arbitrary amp,0
closely watching entire event talked triple talaaq,0
lawyer message behalf husband divorced shariath clue,0
gave rights musl,0
ioi give kashmir islamic autonomy muslims practise sharia amp,1
surprisingly reacts shehzad poonawala shenanigans poll speeches wonder,0
triple talaaq india considers jail instant divorce,0
issue sided triple talaaq,0
triple talaaq ban lovers plz support,0
triple talaaq raam mandir article,0
divorce triple talaaq simply link adhaar free man woman,0
triple talaaq,0
marry man triple talaaq,0
punjes triple talaaq beaten tough nails sardarnis,0
stupid question man pronounces triple,0
hindutvavadis shed crocodile tears triple talaaq turn crocodiles muslim murde,1
islamic practices indian muslims pose challenge indian state justify subjugation dehuma,0
halala pilla triple talaaq paidaish,1
aspersions casting triple talaaq banned saudi sch,0
aarif mohamed khan agree law shud enacted criminalise triple talaa,0
modi mention,0
triple talaaq india considers jail instant divorce,0
shahid triple talaaq pasand,0
responsibility modi unab,0
galat bat,0
witness cynical politics duty journalist,0
truth knew truth mohammed asi archeologist babri masjid built top pre,0
witness cynical politics duty journalist,0
hurt asked abt building ramtemple consulted demoli,0
indian state forgiven limited thackeray state funeral babri masjid akhlaq mur,1
babrimasjiddemolition denying plurality ramayana tool fostering hate,1
video azam khan speech babri masjid,0
modi vikas place food aurangzeb job khilji price rise babri masjid hospitals nehru gandhi family housing,0
muslims destroyed temples amp,1
lawyer wanting ram mandir wanting babri masjid,0
agree argument sake ram temple place babri masjid almos,0
mk dmk told tamil mus,0
alqaeda affiliate ansar ghazwat hind kashmir circulating posters babrimasjid demolition anniversary threatens,1
ram janmabhoomi babri masjid title dispute case war words counsels sides,0
incredible story sevaks embraced islam babridemolition,1
babrimasjid hearing kapilsibal supported senior counsels muslim parties present nirmohi,0
rahul gandhi babri masjid chahete qki congress noya mughal baadsha aurongozeb jai sree raam,1
babrimasjid hearing kapilsibal supported senior counsels muslim parties present nirmohi akhara,0
subah milna,0
witness cynical politics duty journalist senior journalist krishna pratap singh remembers,0
called terroist called separatisrmt sympathizer refer back tweets,0
days shift ayudhya babri masjid gujurat,1
beautifully written pieces read anniversary demolition babri masjid,0
babri masjid ram mandir modi asks congress vote bjp,0
jhooth lies bloody fools,0
khuda jagah manmohan pooja muslims babri,1
modi question mandir,0
development india due hard work congress government demolishing babri masjid gujarat violence,0
pagal,0
samajh aayega,0
hindu journalism,0
mongol invader babar born uzbekistan amp died af tan ques supporters babri masjid gave bab,0
problem,0
bjp manifesto gujarat dadhi topi shehzada aurangzeb babar love jihad,0
today celebrating shameful amp,0
babrimasjiddemolition denying plurality ramayana tool fostering hate,0
masjid tod,0
responsible razing babri masjid guilt ridden karsevaks embraced islam hindu,1
die hard redemption liberals amp hindu pyar,1
congresiye hindu ram mandir bnne,1
aatankwadi hindu machinry mool sansthapak jawahar lal,1
jumla asli jumla hindu,1
saudi mandir bhosdike madaarchod bahanchod,1
shia sunni pagal chutiya mulla,1
sikh gaand marenge bitch randi porki,1
pappu chutiya mulla saala madarchod,1
porki chutiye kutte madarchod,1
bloody muslim chutiya gandu,1
subah shaam muslim chutiya mar,1
muslim gaandu,1
gaand maarenge madarchod paki muslim,1
sale sareki sare porkistan anti nationals anti hindus,1
porkistan ladko innings satisfy pak girls actresses isliye ind innings,1
mullo desbhakto phatti jihadi dil porkistan rehta,1
behen laude chutiye mandir chakkar maa behen baba,1
raj babar half katua haiti hindus muslims asked dete,1
muslim vaseem katua,1
muslima namazi family,1
muslim girls beautiful choot badi bta skta,1
body burka muslim aurat choot hours khuli rahti mul,1
janm tujh rasili raand sulagti choot aag bujhane khuda bheja,1
hindu randim maa choot muslim lun dhond kutiya,1
rajpoot hindu choot muslim lund naam,1
hindu choot muslim nam,1
shiva muslim pakiza choot bada hindu bina kata lund dal jannati,1
hindu choot muslim lund dosti karai,1
kutiya apnay muslim malik khilaon choot geeli chuchian rubber naram sak,1
hindu randim maa choot muslim lun dhond kutiya,1
pakiza nmazi mom raat,1
aik muslim apki hijabi tehzeb skta apka hijab lajwab hijabi choot bemisal,1
mullan choot fat chooki bete hindu mard ranbir kapoor,1
mullan choot fat chooki bete hindu mard ranbir kapoor,1
kutiya apnay muslim malik khilaon choot geeli chuchian rubber naram sakht,1
hindu kuton rani priya mun kutay usay sirf muslim loda,1
muslim lund hindu brahmin choot sweekar kary raat muslim jalim shaanth keya choot,1
hindu choot muslim nam,1
madarchod kapil bucher ramlala chrislamist,1
bhag madarchod sirf hindu hindu bhaiyo jaichando wajah,1
maszid todenge hindu mandir todke madarchod mughalon sirf percent kattar,1
mugals giving land hindu temple speaking zameen baap humari zameen,1
madarchod hindu dharm chod bhosdi wlae harami,1
madarchod kutte hindu atankwadi sun madarchod vote hinduo mikega congress,1
abay madarchod randi hindu maa chod taraf,1
bhagwan ram gali dene hindu madarchod,1
madarchod modi akhir mandir masjid mudde hindu ullu banayega,1
madarchod januadhari hindu parmandir chup,1
sala mulla hindu naam madarchod mulle,1
gujrat election jitoge kyoki hindu atankawadi madarchod sale vote hinduo,1
madarchod randi musalman bade bade lawde hindu chote land walo chudwa rand,1
madarchod kutte hindu atankwadi sun madarchod vote hinduo mikega congress,1
jeene hindu yea madarchod katwa mile bina garden kaat dena madarchod mulla,1
gujaratround madarchod nizami aukat sorry aukat hindu dalle,1
jeene hindu yea madarchod katwa mile bina garden kaat dena madarchod mulla,1
madarchod hindu traitor behenchod,1
socho percent kattar hindu ban jayenge jai sree ram babar madarchod,1
fuck madarchod lady madrachod baap maa purvaj hindu bosdiki,1
bharat dange jase hindu jase malda godhra saharanpar mujfarnagar hindu dharam pariv,1
donate madarchod hindu priests chors lootera,1
modi madarchod chalane beti chod chalane muslimo indu sarkar jadu,1
januadhari hindu ram mandir madarchod,1
musalmaan pray asshole jihaadi,1
jihaad ladkiyon maara hindu,1
mondaymotivation jihaadi meet hoor sopore handwara probably azaadi movement carr,1
jihaadi govt padaish,1
article salafee ulamaa jihaadi movements shaykh rabee salafiurdudawah jihadis,1
jihaadi john wtf islam jihad,1
thackeray jaldi yar jihaadi kutto gaand mari isliye hehe,1
hehe kaho kashmir jihaadi kutto jeep maara,1
lag madam muh lakwa mar jihaadi dawood naam sun reason,1
islamic kashmiri jihaadi suar jisk,1
love jihaadi killed,1
madarjaat rand aullad islamic jihaadi,1
jihaadi kutte double maut aane,1
madam hindu jihaadi dawood united india,1
